MAJ   ; Latitude ; Longitude 
L EPINE AUX BOIS;48.883333;3.45
EPPES   ;49.55;3.733333
ERLON   ;49.716667;3.716667
ERLOY   ;49.9;3.816667
ESCAUFOURT   ;50.05;3.483333
ESQUEHERIES   ;49.983333;3.75
ESSIGNY LE GRAND ;49.766667;3.283333
ESSIGNY LE PETIT ;49.9;3.366667
ESSISES   ;48.966667;3.416667
ESSOMES SUR MARNE ;49.033333;3.366667
ESTREES   ;49.966667;3.283333
ETAMPES SUR MARNE ;49.033333;3.416667
ETAVES ET BOCQUIAUX ;49.933333;3.45
ETOUVELLES   ;49.533333;3.583333
ETREAUPONT   ;49.9;3.916667
ETREILLERS   ;49.816667;3.15
ETREPILLY   ;49.083333;3.333333
ETREUX   ;49.983333;3.65
EVERGNICOURT   ;49.433333;4.033333
FARGNIERS   ;49.65;3.316667
FAUCOUCOURT   ;49.533333;3.466667
FAYET   ;49.866667;3.25
LA FERE  ;49.666667;3.366667
FERE EN TARDENOIS ;49.2;3.516667
LA FERTE CHEVRESIS ;49.733333;3.566667
LA FERTE MILON ;49.166667;3.116667
FESTIEUX   ;49.516667;3.75
FIEULAINE   ;49.883333;3.45
FILAIN   ;49.466667;3.55
LA FLAMENGRIE  ;50;3.916667
FLAVY LE MARTEL ;49.716667;3.2
FLUQUIERES   ;49.8;3.15
FOLEMBRAY   ;49.55;3.283333
FONSOMMES   ;49.9;3.4
FONTAINE LES CLERCS ;49.8;3.216667
FONTAINE LES VERVINS ;49.85;3.9
FONTAINE NOTRE DAME ;49.883333;3.433333
FONTAINE UTERTE  ;49.916667;3.366667
FONTENELLE   ;50.033333;3.866667
FONTENELLE EN BRIE ;48.916667;3.483333
FONTENOY   ;49.416667;3.2
FORESTE   ;49.816667;3.1
FOSSOY   ;49.05;3.483333
FOURDRAIN   ;49.6;3.466667
FRANCILLY SELENCY  ;49.85;3.233333
FRESNES EN TARDENOIS ;49.15;3.55
FRESNOY LE GRAND ;49.95;3.416667
FRESSANCOURT   ;49.616667;3.416667
FRIERES FAILLOUEL  ;49.666667;3.25
FROIDESTREES   ;49.933333;3.9
FROIDMONT COHARTILLE  ;49.683333;3.7
GANDELU   ;49.1;3.183333
GAUCHY   ;49.816667;3.266667
GERCY   ;49.816667;3.866667
GERGNY   ;49.916667;3.916667
GERMAINE   ;49.783333;3.116667
GERNICOURT   ;49.4;3.866667
GIBERCOURT   ;49.733333;3.283333
GIZY   ;49.6;3.766667
GLAND   ;49.05;3.466667
GLENNES   ;49.35;3.716667
GOUSSANCOURT   ;49.166667;3.666667
GRANDLUP ET FAY ;49.666667;3.733333
GRANDRIEUX   ;49.733333;4.183333
GRICOURT   ;49.883333;3.25
GRISOLLES   ;49.15;3.35
GRONARD   ;49.783333;3.883333
GROUGIS   ;49.933333;3.533333
GRUGIES   ;49.8;3.266667
GUIGNICOURT   ;49.433333;3.966667
GUISE   ;49.9;3.633333
GUIVRY   ;49.65;3.116667
GUNY   ;49.516667;3.266667
GUYENCOURT   ;49.35;3.833333
HANNAPES   ;49.966667;3.616667
HAPPENCOURT   ;49.783333;3.183333
HARAMONT   ;49.283333;3.05
HARCIGNY   ;49.8;3.983333
HARLY   ;49.833333;3.316667
HARTENNES ET TAUX ;49.266667;3.35
HARY   ;49.783333;3.933333
LE HAUCOURT  ;49.916667;3.283333
HAUTEVESNES   ;49.116667;3.233333
HAUTEVILLE   ;49.866667;3.516667
HAUTION   ;49.85;3.833333
LA HERIE  ;49.883333;4.05
LE HERIE LA VIEVILLE;49.816667;3.633333
HINACOURT   ;49.733333;3.283333
HIRSON   ;49.916667;4.083333
HOLNON   ;49.866667;3.216667
HOMBLIERES   ;49.85;3.366667
HOURY   ;49.783333;3.85
HOUSSET   ;49.783333;3.7
IRON   ;49.95;3.666667
ITANCOURT   ;49.8;3.35
IVIERS   ;49.783333;4.133333
JAULGONNE   ;49.083333;3.533333
JEANCOURT   ;49.933333;3.15
JEANTES   ;49.8;4.05
JONCOURT   ;49.95;3.3
JOUAIGNES   ;49.3;3.5
JOUY   ;49.45;3.5
JUMENCOURT   ;49.516667;3.35
JUMIGNY   ;49.416667;3.716667
JUSSY   ;49.716667;3.233333
JUVIGNY   ;49.45;3.316667
JUVINCOURT ET DAMARY ;49.45;3.9
LAFFAUX   ;49.45;3.416667
LAIGNY   ;49.85;3.866667
LANCHY   ;49.833333;3.083333
LANDIFAY ET BERTAIGNEMONT ;49.816667;3.6
LANDOUZY LA COUR ;49.85;3.983333
LANDOUZY LA VILLE ;49.866667;4.05
LANDRICOURT   ;49.5;3.366667
LANISCOURT   ;49.55;3.55
LAON   ;49.566667;3.616667
LAPPION   ;49.616667;3.966667
LARGNY SUR AUTOMNE ;49.266667;3.05
LATILLY   ;49.15;3.316667
LAUNOY   ;49.266667;3.4
LAVAL EN LAONNOIS ;49.5;3.6
LAVAQUERESSE   ;49.95;3.708333
LAVERSINE   ;49.35;3.166667
LEME   ;49.833333;3.766667
LEMPIRE   ;49.983333;3.166667
LERZY   ;49.933333;3.866667
LESCHELLES   ;49.966667;3.766667
LESDINS   ;49.9;3.333333
LESGES   ;49.3;3.5
LESQUIELLES SAINT GERMAIN ;49.933333;3.616667
LEUILLY SOUS COUCY ;49.483333;3.333333
LEURY   ;49.433333;3.333333
LEUZE   ;49.85;4.15
LEVERGIES   ;49.933333;3.316667
LHUYS   ;49.283333;3.55
LICY CLIGNON  ;49.1;3.266667
LIERVAL   ;49.483333;3.616667
LIEZ   ;49.683333;3.283333
LIME   ;49.316667;3.55
LISLET   ;49.683333;4.016667
LIZY   ;49.516667;3.466667
LOGNY LES AUBENTON ;49.833333;4.2
LOMBRAY   ;49.516667;3.116667
LONGCHAMPS   ;49.916667;3.566667
LONGPONT   ;49.266667;3.216667
LOR   ;49.533333;4.05
LOUATRE   ;49.25;3.25
LOUPEIGNE   ;49.25;3.533333
LUCY LE BOCAGE ;49.05;3.283333
LUGNY   ;49.783333;3.816667
LUZOIR   ;49.933333;3.966667
LY FONTAINE  ;49.716667;3.3
MAAST ET VIOLAINE ;49.283333;3.45
MACHECOURT   ;49.658333;3.841667
MACOGNY   ;49.166667;3.233333
MACQUIGNY   ;49.883333;3.55
MAGNY LA FOSSE ;49.933333;3.283333
MAISSEMY   ;49.883333;3.2
MAIZY   ;49.383333;3.733333
LA MALMAISON  ;49.516667;3.983333
MALZY   ;49.9;3.733333
MANICAMP   ;49.566667;3.166667
MARCHAIS   ;49.583333;3.816667
MARCHAIS EN BRIE ;48.883333;3.483333
MARCY   ;49.833333;3.4
MARCY SOUS MARLE ;49.733333;3.733333
MAREST DAMPCOURT  ;49.6;3.15
MAREUIL EN DOLE ;49.25;3.55
MARFONTAINE   ;49.8;3.783333
MARGIVAL   ;49.433333;3.4
MARIGNY EN ORXOIS ;49.066667;3.216667
MARIZY SAINTE GENEVIEVE ;49.183333;3.2
MARIZY SAINT MARD ;49.183333;3.216667
MARLE   ;49.733333;3.766667
MARLY GOMONT  ;49.9;3.8
MARTIGNY   ;49.866667;4.133333
MARTIGNY COURPIERRE  ;49.483333;3.683333
MAUREGNY EN HAYE ;49.533333;3.8
MAYOT   ;49.7;3.383333
MENNESSIS   ;49.7;3.266667
MENNEVILLE   ;49.416667;4
MENNEVRET   ;49.983333;3.55
MERCIN ET VAUX ;49.383333;3.283333
MERLIEUX ET FOUQUEROLLES ;49.516667;3.5
MERVAL   ;49.35;3.7
MESBRECOURT RICHECOURT  ;49.7;3.55
MESNIL SAINT LAURENT ;49.833333;3.35
MEURIVAL   ;49.35;3.766667
MEZIERES SUR OISE ;49.766667;3.4
MEZY MOULINS  ;49.066667;3.5
MISSY AUX BOIS ;49.333333;3.25
MISSY LES PIERREPONT ;49.633333;3.8
MISSY SUR AISNE ;49.383333;3.433333
MOLAIN   ;50.016667;3.516667
MOLINCHART   ;49.566667;3.533333
MONAMPTEUIL   ;49.483333;3.566667
MONCEAU LES LEUPS ;49.666667;3.483333
MONCEAU LE WAAST ;49.616667;3.7
MONCEAU SUR OISE ;49.9;3.7
MONDREPUIS   ;49.966667;4.066667
MONNES   ;49.15;3.216667
MONTAIGU   ;49.533333;3.833333
MONTBAVIN   ;49.533333;3.516667
MONTBREHAIN   ;49.966667;3.35
MONTCHALONS   ;49.516667;3.733333
MONT D ORIGNY ;49.833333;3.483333
MONTFAUCON   ;48.95;3.45
MONTGOBERT   ;49.3;3.15
MONTGRU SAINT HILAIRE ;49.183333;3.333333
MONTHENAULT   ;49.483333;3.666667
MONTHIERS   ;49.1;3.3
MONTHUREL   ;49.016667;3.55
MONTIGNY EN ARROUAISE ;49.9;3.483333
MONTIGNY L ALLIER ;49.116667;3.1
MONTIGNY LE FRANC ;49.683333;3.916667
MONTIGNY LENGRAIN  ;49.366667;3.1
MONTIGNY LES CONDE ;48.983333;3.566667
MONTIGNY SOUS MARLE ;49.75;3.8
MONTIGNY SUR CRECY ;49.716667;3.583333
MONTLEVON   ;48.966667;3.533333
MONTLOUE   ;49.666667;4.066667
MONT NOTRE DAME ;49.3;3.583333
MONTREUIL AUX LIONS ;49.016667;3.2
MONT SAINT JEAN ;49.783333;4.2
MONT SAINT MARTIN ;49.283333;3.633333
MONT SAINT PERE ;49.066667;3.483333
   ;49.866667;3.316667
MORGNY EN THIERACHE ;49.766667;4.066667
MORSAIN   ;49.45;3.183333
MORTIERS   ;49.683333;3.666667
MOULINS   ;49.416667;3.683333
MOUSSY VERNEUIL  ;49.416667;3.633333
MOY DE L AISNE;49.75;3.366667
MURET ET CROUTTES ;49.283333;3.416667
MUSCOURT   ;49.366667;3.75
NAMPCELLES LA COUR ;49.783333;4
NAMPTEUIL SOUS MURET ;49.3;3.416667
NANTEUIL LA FOSSE ;49.433333;3.45
NANTEUIL NOTRE DAME ;49.2;3.4
NAUROY   ;49.95;3.25
NESLES LA MONTAGNE ;49.016667;3.416667
NEUFCHATEL SUR AISNE ;49.433333;4.033333
NEUFLIEUX   ;49.6;3.166667
NEUILLY SAINT FRONT ;49.166667;3.266667
NEUVE MAISON  ;49.933333;4.033333
LA NEUVILLE BOSMONT ;49.716667;3.85
LA NEUVILLE EN BEINE;49.683333;3.15
LA NEUVILLE HOUSSET ;49.783333;3.716667
LA NEUVILLE LES DORENGT;49.966667;3.683333
NEUVILLE SAINT AMAND ;49.816667;3.333333
NEUVILLE SUR AILETTE ;49.466667;3.7
NEUVILLE SUR MARGIVAL ;49.45;3.4
NEUVILLETTE   ;49.85;3.466667
NIZY LE COMTE ;49.566667;4.05
NOGENTEL   ;49.016667;3.4
NOGENT L ARTAUD ;48.966667;3.316667
NOIRCOURT   ;49.666667;4.1
NOROY SUR OURCQ ;49.2;3.216667
LE NOUVION EN THIERACHE;50.016667;3.783333
NOUVION ET CATILLON ;49.7;3.483333
NOUVION LE COMTE ;49.683333;3.466667
NOUVION LE VINEUX ;49.5;3.616667
NOUVRON VINGRE  ;49.433333;3.2
NOYALES   ;49.9;3.55
NOYANT ET ACONIN ;49.333333;3.333333
OEUILLY   ;49.383333;3.683333
OHIS   ;49.933333;4.016667
OIGNY EN VALOIS ;49.216667;3.133333
OISY   ;50.016667;3.666667
OLLEZY   ;49.716667;3.133333
OMISSY   ;49.883333;3.316667
ORAINVILLE   ;49.383333;4.016667
ORGEVAL   ;49.516667;3.7
ORIGNY EN THIERACHE ;49.9;4.016667
ORIGNY SAINTE BENOITE ;49.833333;3.5
OSLY COURTIL  ;49.4;3.216667
OSTEL   ;49.433333;3.566667
OULCHES LA VALLEE FOULON;49.433333;3.75
OULCHY LA VILLE ;49.216667;3.35
OULCHY LE CHATEAU ;49.2;3.35
PAARS   ;49.333333;3.6
PAISSY   ;49.416667;3.7
PANCY COURTECON  ;49.466667;3.65
PAPLEUX   ;50.016667;3.883333
PARFONDEVAL   ;49.733333;4.166667
PARFONDRU   ;49.533333;3.716667
PARGNAN   ;49.4;3.7
PARGNY FILAIN  ;49.466667;3.533333
PARGNY LA DHUYS ;48.95;3.55
PARGNY LES BOIS ;49.716667;3.616667
PARPEVILLE   ;49.766667;3.55
PASLY   ;49.4;3.3
PASSY EN VALOIS ;49.166667;3.2
PASSY SUR MARNE ;49.066667;3.566667
PAVANT   ;48.95;3.283333
PERLES   ;49.316667;3.65
PERNANT   ;49.383333;3.233333
PIERREMANDE   ;49.566667;3.25
PIERREPONT   ;49.65;3.783333
PIGNICOURT   ;49.416667;4.033333
PINON   ;49.483333;3.45
PISSELEUX   ;49.233333;3.083333
PITHON   ;49.75;3.1
PLEINE SELVE  ;49.783333;3.516667
LE PLESSIER HULEU ;49.233333;3.35
PLOISY   ;49.333333;3.3
PLOMION   ;49.8;4.016667
POMMIERS   ;49.4;3.266667
PONT A BUCY ;49.683333;3.483333
PONT ARCY  ;49.383333;3.616667
PONTAVERT   ;49.416667;3.816667
PONTRU   ;49.9;3.216667
PONTRUET   ;49.9;3.233333
PONT SAINT MARD ;49.5;3.283333
POUILLY SUR SERRE ;49.683333;3.583333
PREMONT   ;50;3.383333
PREMONTRE   ;49.55;3.4
PRESLES ET BOVES ;49.4;3.55
PRESLES ET THIERNY ;49.516667;3.616667
PRIEZ   ;49.133333;3.266667
PRISCES   ;49.783333;3.866667
PROISY   ;49.9;3.733333
PROIX   ;49.9;3.566667
PROUVAIS   ;49.466667;3.983333
PROVISEUX ET PLESNOY ;49.466667;4
PUISEUX EN RETZ ;49.3;3.133333
PUISIEUX ET CLANLIEU ;49.85;3.666667
QUESSY   ;49.666667;3.3
QUIERZY   ;49.566667;3.133333
QUINCY BASSE  ;49.516667;3.383333
QUINCY SOUS LE MONT;49.3;3.55
RAILLIMONT   ;49.708333;4.15
RAMICOURT   ;49.95;3.333333
REGNY   ;49.816667;3.416667
REMAUCOURT   ;49.9;3.333333
REMIES   ;49.683333;3.533333
REMIGNY   ;49.716667;3.283333
RENANSART   ;49.716667;3.45
RENNEVAL   ;49.733333;4.05
RESIGNY   ;49.733333;4.2
RESSONS LE LONG ;49.383333;3.15
RETHEUIL   ;49.316667;3.016667
REUILLY SAUVIGNY  ;49.066667;3.55
REVILLON   ;49.366667;3.7
RIBEAUVILLE   ;50.05;3.583333
RIBEMONT   ;49.8;3.466667
ROCOURT SAINT MARTIN ;49.15;3.383333
ROCQUIGNY   ;50.033333;3.983333
ROGECOURT   ;49.633333;3.416667
ROGNY   ;49.766667;3.816667
ROMENY SUR MARNE ;48.983333;3.333333
ROMERY   ;49.9;3.733333
RONCHERES   ;49.15;3.6
ROUCY   ;49.366667;3.816667
ROUGERIES   ;49.8;3.8
ROUPY   ;49.816667;3.183333
ROUVROY   ;49.85;3.316667
ROUVROY SUR SERRE ;49.716667;4.166667
ROYAUCOURT ET CHAILVET ;49.516667;3.533333
ROZET SAINT ALBIN ;49.2;3.3
ROZIERES SUR CRISE ;49.333333;3.35
ROZOY BELLEVALLE  ;48.916667;3.45
GRAND ROZOY  ;49.233333;3.383333
ROZOY SUR SERRE ;49.716667;4.133333
SACONIN ET BREUIL ;49.366667;3.25
SAINS RICHAUMONT  ;49.816667;3.7
SAINT AGNAN  ;49.016667;3.6
SAINT ALGIS  ;49.883333;3.816667
SAINT AUBIN  ;49.516667;3.183333
SAINT BANDRY  ;49.366667;3.166667
SAINT CHRISTOPHE A BERRY;49.416667;3.133333
SAINT CLEMENT  ;49.766667;4.066667
SAINTE CROIX  ;49.483333;3.783333
SAINT ERME OUTRE ET;49.516667;3.85
SAINT EUGENE  ;49.016667;3.533333
SAINT GENGOULPH  ;49.116667;3.216667
SAINT GOBAIN  ;49.6;3.383333
SAINT GOBERT  ;49.8;3.816667
SAINT MARTIN RIVIERE ;50.05;3.533333
SAINT MICHEL  ;49.916667;4.133333
SAINT NICOLAS AUX BOIS;49.6;3.416667
SAINT PAUL AUX BOIS;49.533333;3.2
SAINT PIERRE AIGLE ;49.316667;3.183333
SAINT PIERREMONT  ;49.716667;3.883333
SAINTE PREUVE  ;49.616667;3.916667
SAINT QUENTIN  ;49.85;3.283333
SAINT REMY BLANZY ;49.233333;3.3
SAINT SIMON  ;49.75;3.166667
SAINT THIBAUT  ;49.3;3.616667
SAINT THOMAS  ;49.5;3.816667
SAMOUSSY   ;49.583333;3.733333
SANCY LES CHEMINOTS ;49.433333;3.466667
SAPONAY   ;49.216667;3.483333
LE SART  ;50.05;3.733333
SAULCHERY   ;48.983333;3.3
SAVY   ;49.8;3.183333
SEBONCOURT   ;49.95;3.483333
SELENS   ;49.5;3.2
LA SELVE  ;49.566667;4
SEPTMONTS   ;49.333333;3.35
SEPTVAUX   ;49.566667;3.383333
SEQUEHART   ;49.916667;3.333333
SERAIN   ;50.016667;3.366667
SERAUCOURT LE GRAND ;49.783333;3.216667
SERCHES   ;49.35;3.45
SERGY   ;49.183333;3.566667
SERINGES ET NESLES ;49.2;3.533333
SERMOISE   ;49.366667;3.45
SERVAL   ;49.35;3.683333
SERVAIS   ;49.616667;3.35
SERY LES MEZIERES ;49.766667;3.416667
SILLY LA POTERIE ;49.2;3.15
SINCENY   ;49.6;3.25
SISSONNE   ;49.566667;3.9
SISSY   ;49.8;3.433333
SOISSONS   ;49.366667;3.333333
SOIZE   ;49.7;4.083333
SOMMELANS   ;49.133333;3.3
SOMMERON   ;49.95;3.95
SOMMETTE EAUCOURT  ;49.733333;3.116667
SONS ET RONCHERES ;49.75;3.666667
SORBAIS   ;49.916667;3.9
SOUCY   ;49.316667;3.133333
SOUPIR   ;49.416667;3.6
LE SOURD  ;49.866667;3.75
SURFONTAINE   ;49.733333;3.45
SUZY   ;49.55;3.466667
TAILLEFONTAINE   ;49.316667;3.033333
TANNIERES   ;49.283333;3.55
TARTIERS   ;49.433333;3.233333
TAVAUX ET PONTSERICOURT ;49.733333;3.916667
TERGNIER   ;49.65;3.3
TERNY SORNY  ;49.45;3.366667
THENAILLES   ;49.816667;3.95
THENELLES   ;49.816667;3.466667
THIERNU   ;49.75;3.8
TORCY EN VALOIS ;49.083333;3.266667
TOULIS ET ATTENCOURT ;49.683333;3.733333
TRAVECY   ;49.683333;3.35
TREFCON   ;49.866667;3.1
TROSLY LOIRE  ;49.516667;3.233333
TRUCY   ;49.466667;3.616667
TUGNY ET PONT ;49.75;3.15
TUPIGNY   ;49.95;3.6
UGNY LE GAY ;49.666667;3.166667
URCEL   ;49.5;3.55
URVILLERS   ;49.783333;3.316667
VADENCOURT   ;49.933333;3.583333
VAILLY SUR AISNE ;49.416667;3.516667
LA VALLEE AU BLE;49.866667;3.783333
LA VALLEE MULATRE ;50.016667;3.566667
VARISCOURT   ;49.416667;3.983333
VASSENS   ;49.466667;3.15
VASSENY   ;49.35;3.483333
VASSOGNE   ;49.416667;3.733333
VAUCELLES ET BEFFECOURT ;49.533333;3.55
VAUDESSON   ;49.466667;3.483333
VAUXAILLON   ;49.483333;3.4
VAUX ANDIGNY  ;50.016667;3.516667
VAUXBUIN   ;49.366667;3.3
VAUXCERE   ;49.35;3.633333
VAUX EN VERMANDOIS ;49.816667;3.15
VAUXTIN   ;49.35;3.6
VENDELLES   ;49.916667;3.133333
VENDEUIL   ;49.716667;3.35
VENDHUILE   ;50.016667;3.216667
VENDIERES   ;48.866667;3.45
VENDRESSE BEAULNE  ;49.433333;3.666667
VENEROLLES   ;49.966667;3.633333
VENIZEL   ;49.366667;3.383333
VERDILLY   ;49.066667;3.416667
LE VERGUIER  ;49.933333;3.166667
GRAND VERLY  ;49.933333;3.583333
PETIT VERLY  ;49.966667;3.55
VERMAND   ;49.866667;3.15
VERNEUIL SOUS COUCY ;49.533333;3.316667
VERNEUIL SUR SERRE ;49.65;3.666667
VERSIGNY   ;49.65;3.433333
VERVINS   ;49.833333;3.9
VESLES ET CAUMONT ;49.666667;3.783333
VESLUD   ;49.533333;3.733333
VEUILLY LA POTERIE ;49.083333;3.216667
VEZAPONIN   ;49.466667;3.233333
VEZILLY   ;49.183333;3.7
VIC SUR AISNE ;49.4;3.116667
VICHEL NANTEUIL  ;49.183333;3.283333
VIEL ARCY  ;49.383333;3.616667
VIELS MAISONS  ;48.9;3.4
VIERZY   ;49.283333;3.283333
VIFFORT   ;48.966667;3.45
VIGNEUX HOCQUET  ;49.733333;3.983333
VILLEMONTOIRE   ;49.3;3.333333
VILLENEUVE SAINT GERMAIN ;49.383333;3.35
VILLENEUVE SUR FERE ;49.183333;3.466667
VILLEQUIER AUMONT  ;49.65;3.2
VILLERET   ;49.95;3.183333
VILLERS AGRON AIGUIZY ;49.15;3.7
VILLERS COTTERETS  ;49.25;3.083333
VILLERS EN PRAYERES ;49.383333;3.666667
VILLERS HELON  ;49.266667;3.266667
VILLERS LE SEC ;49.783333;3.5
VILLERS LES GUISE ;49.9;3.683333
VILLERS SAINT CHRISTOPHE ;49.783333;3.1
VILLERS SUR FERE ;49.183333;3.533333
VILLE SAVOYE  ;49.3;3.633333
VINCY REUIL ET MAGNY;49.716667;4.05
VIRY NOUREUIL  ;49.633333;3.25
VIVAISE   ;49.616667;3.566667
VIVIERES   ;49.3;3.1
VOHARIES   ;49.783333;3.8
VORGES   ;49.516667;3.65
VOUEL   ;49.65;3.283333
VOULPAIX   ;49.833333;3.833333
VOYENNE   ;49.716667;3.716667
VREGNY   ;49.416667;3.416667
VUILLERY   ;49.433333;3.383333
WASSIGNY   ;50.016667;3.6
WATIGNY   ;49.9;4.2
WIEGE FATY  ;49.883333;3.733333
WIMY   ;49.933333;4
WISSIGNICOURT   ;49.533333;3.433333
ABREST   ;46.1;3.433333
AGONGES   ;46.6;3.15
AINAY LE CHATEAU ;46.716667;2.7
ANDELAROCHE   ;46.25;3.75
ARCHIGNAT   ;46.383333;2.416667
ARPHEUILLES SAINT PRIEST ;46.233333;2.683333
ARRONNES   ;46.066667;3.566667
AUBIGNY   ;46.683333;3.166667
AUDES   ;46.45;2.566667
AUROUER   ;46.683333;3.3
AUTRY ISSARDS  ;46.55;3.133333
AVERMES   ;46.583333;3.3
AVRILLY   ;46.333333;3.983333
BAGNEUX   ;46.65;3.2
BARBERIER   ;46.216667;3.25
BARRAIS BUSSOLLES  ;46.283333;3.733333
BAYET   ;46.25;3.266667
BEAULON   ;46.6;3.666667
BEAUNE D ALLIER ;46.283333;2.883333
BEGUES   ;46.133333;3.15
BELLENAVES   ;46.2;3.083333
BELLERIVE SUR ALLIER ;46.116667;3.4
BERT   ;46.316667;3.7
BESSAY SUR ALLIER ;46.433333;3.366667
BESSON   ;46.466667;3.266667
BEZENET   ;46.333333;2.85
BILLEZOIS   ;46.216667;3.566667
BILLY   ;46.233333;3.433333
BIOZAT   ;46.066667;3.266667
BIZENEUILLE   ;46.4;2.733333
BLOMARD   ;46.283333;2.983333
BOUCE   ;46.316667;3.483333
LE BOUCHAUD  ;46.3;3.883333
BOURBON L ARCHAMBAULT ;46.583333;3.05
BRAIZE   ;46.666667;2.65
BRANSAT   ;46.333333;3.216667
BRESNAY   ;46.45;3.25
BRESSOLLES   ;46.516667;3.316667
LE BRETHON  ;46.566667;2.716667
LE BREUIL  ;46.183333;3.658333
BROUT VERNET  ;46.183333;3.283333
BRUGHEAS   ;46.083333;3.366667
BUSSET   ;46.066667;3.516667
BUXIERES LES MINES ;46.466667;2.966667
CERILLY   ;46.616667;2.833333
CESSET   ;46.3;3.216667
CHAMBERAT   ;46.416667;2.416667
CHAMBLET   ;46.333333;2.7
CHANTELLE   ;46.233333;3.15
CHAPEAU   ;46.483333;3.516667
LA CHAPELAUDE  ;46.416667;2.5
LA CHAPELLE  ;46.1;3.583333
LA CHAPELLE AUX CHASSES;46.666667;3.533333
CHAREIL CINTRAT  ;46.266667;3.216667
CHARMEIL   ;46.166667;3.4
CHARMES   ;46.083333;3.25
CHASSENARD   ;46.45;3.983333
CHATEAU SUR ALLIER ;46.766667;3.033333
CHATEL DE NEUVRE ;46.4;3.316667
CHATEL MONTAGNE  ;46.116667;3.683333
CHATELPERRON   ;46.383333;3.65
CHATILLON   ;46.466667;3.133333
CHAVENON   ;46.416667;2.95
CHAVROCHES   ;46.35;3.6
CHAZEMAIS   ;46.483333;2.533333
CHEMILLY   ;46.483333;3.316667
CHEVAGNES   ;46.616667;3.55
CHEZELLE   ;46.216667;3.116667
CHEZY   ;46.616667;3.466667
CHIRAT L EGLISE ;46.25;3.05
CHOUVIGNY   ;46.133333;3
CINDRE   ;46.316667;3.566667
COGNAT LYONNE  ;46.1;3.3
COLOMBIER   ;46.266667;2.8
COMMENTRY   ;46.283333;2.75
CONTIGNY   ;46.366667;3.3
COSNE D ALLIER ;46.466667;2.833333
COULANDON   ;46.55;3.25
COULANGES   ;46.483333;3.866667
COULEUVRE   ;46.666667;2.916667
COURCAIS   ;46.466667;2.433333
COUTANSOUZE   ;46.216667;3.033333
COUZON   ;46.65;3.116667
CRECHY   ;46.266667;3.416667
CRESSANGES   ;46.45;3.166667
CREUZIER LE NEUF ;46.183333;3.433333
CREUZIER LE VIEUX ;46.166667;3.433333
CUSSET   ;46.133333;3.466667
DENEUILLE LES MINES ;46.366667;2.783333
DESERTINES   ;46.35;2.616667
DEUX CHAISES  ;46.383333;3.033333
DIOU   ;46.533333;3.75
DOMERAT   ;46.35;2.533333
DOMPIERRE SUR BESBRE ;46.516667;3.683333
LE DONJON  ;46.35;3.8
DOYET   ;46.333333;2.8
DROITURIER   ;46.233333;3.716667
DURDAT LAREQUILLE  ;46.25;2.7
EBREUIL   ;46.116667;3.083333
ECHASSIERES   ;46.183333;2.933333
ESCUROLLES   ;46.133333;3.266667
ESPINASSE VOZELLE  ;46.133333;3.316667
ESTIVAREILLES   ;46.416667;2.616667
ETROUSSAT   ;46.216667;3.216667
FERRIERES SUR SICHON ;46.016667;3.633333
LA FERTE HAUTERIVE ;46.4;3.333333
FLEURIEL   ;46.283333;3.166667
FOURILLES   ;46.233333;3.2
FRANCHESSE   ;46.633333;3.033333
GANNAT   ;46.1;3.2
GANNAY SUR LOIRE ;46.733333;3.616667
GARNAT SUR ENGIEVRE ;46.633333;3.65
GIPCY   ;46.5;3.066667
GIVARLAIS   ;46.45;2.65
GOUISE   ;46.416667;3.433333
LA GUILLERMIE  ;45.983333;3.65
HAUTERIVE   ;46.083333;3.45
HERISSON   ;46.516667;2.716667
HURIEL   ;46.366667;2.483333
HYDS   ;46.283333;2.833333
ISLE ET BARDAIS ;46.683333;2.8
ISSERPENT   ;46.15;3.616667
JENZAT   ;46.166667;3.2
LAFELINE   ;46.35;3.166667
LALIZOLLE   ;46.15;3
LAMAIDS   ;46.3;2.433333
LANGY   ;46.266667;3.466667
LAPALISSE   ;46.25;3.633333
LAPRUGNE   ;45.983333;3.75
LAVAULT SAINTE ANNE ;46.316667;2.6
LAVOINE   ;45.966667;3.7
LENAX   ;46.3;3.8
LIERNOLLES   ;46.383333;3.766667
LIGNEROLLES   ;46.283333;2.566667
LIMOISE   ;46.683333;3.05
LODDES   ;46.283333;3.766667
LORIGES   ;46.283333;3.35
LOUCHY MONTFAND  ;46.316667;3.25
LOUROUX BOURBONNAIS  ;46.533333;2.85
LOUROUX DE BEAUNE ;46.3;2.866667
LOUROUX DE BOUBLE ;46.216667;2.983333
LOUROUX HODEMENT  ;46.466667;2.716667
LUNEAU   ;46.366667;3.95
LURCY LEVIS  ;46.716667;2.933333
LUSIGNY   ;46.6;3.483333
MAGNET   ;46.216667;3.5
MAILLET   ;46.483333;2.65
MALICORNE   ;46.3;2.783333
MARCENAT   ;46.233333;3.5
MARCILLAT EN COMBRAILLE ;46.166667;2.633333
MARIGNY   ;46.583333;3.2
MARIOL   ;46.016667;3.5
LE MAYET D ECOLE;46.166667;3.233333
LE MAYET DE MONTAGNE;46.066667;3.666667
MAZERIER   ;46.133333;3.183333
MAZIRAT   ;46.233333;2.533333
MEAULNE   ;46.6;2.616667
MEILLARD   ;46.4;3.233333
